Departure Airport Name,Departure Airport ID,Departure Time,Arrival Airport Name,Arrival Airport ID,Arrival Time,Duration,Airline,Travel Class,Total Duration,Layover 1 Duration,Layover 1 Overnight,Price,Cabin Baggage,Checked Baggage,Meal Included,Cabin Baggage (Number),Cabin Baggage (kg per piece),Checked Baggage (Number),Checked Baggage (kg per piece),Day of Week (on flight date),Departure Country Is Holiday,Arrival Country Is Holiday,Overnight Flight,Final Arrival Airport Name,Final Arrival Airport ID,Airport Distance (km),Airline Star Rating,Time of Day,Flight Type,Total_Baggage_kg
Soekarno–Hatta International Airport,CGK,25/07/2024 19:20,Kuala Lumpur International Airport,KUL,25/07/2024 22:30,130,KLM,Premium Economy,130,0.0,False,112.0,True,False,False,1,12,0,0,Thursday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,27/07/2024 19:20,Kuala Lumpur International Airport,KUL,27/07/2024 22:30,130,KLM,Premium Economy,130,0.0,False,112.0,True,False,False,1,12,0,0,Saturday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,28/07/2024 19:20,Kuala Lumpur International Airport,KUL,28/07/2024 22:30,130,KLM,Premium Economy,130,0.0,False,112.0,True,False,False,1,12,0,0,Sunday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,29/07/2024 19:20,Kuala Lumpur International Airport,KUL,29/07/2024 22:30,130,KLM,Premium Economy,130,0.0,False,112.0,True,False,False,1,12,0,0,Monday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,30/07/2024 19:20,Kuala Lumpur International Airport,KUL,30/07/2024 22:30,130,KLM,Premium Economy,130,0.0,False,112.0,True,False,False,1,12,0,0,Tuesday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,01/08/2024 19:20,Kuala Lumpur International Airport,KUL,01/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Thursday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,03/08/2024 19:20,Kuala Lumpur International Airport,KUL,03/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Saturday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,04/08/2024 19:20,Kuala Lumpur International Airport,KUL,04/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Sunday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,05/08/2024 19:20,Kuala Lumpur International Airport,KUL,05/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Monday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,06/08/2024 19:20,Kuala Lumpur International Airport,KUL,06/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Tuesday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,08/08/2024 19:20,Kuala Lumpur International Airport,KUL,08/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Thursday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,10/08/2024 19:20,Kuala Lumpur International Airport,KUL,10/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Saturday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,11/08/2024 19:20,Kuala Lumpur International Airport,KUL,11/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Sunday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,12/08/2024 19:20,Kuala Lumpur International Airport,KUL,12/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Monday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,13/08/2024 19:20,Kuala Lumpur International Airport,KUL,13/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Tuesday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,15/08/2024 19:20,Kuala Lumpur International Airport,KUL,15/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Thursday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,17/08/2024 19:20,Kuala Lumpur International Airport,KUL,17/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Saturday,True,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,18/08/2024 19:20,Kuala Lumpur International Airport,KUL,18/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Sunday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,19/08/2024 19:20,Kuala Lumpur International Airport,KUL,19/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Monday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,20/08/2024 19:20,Kuala Lumpur International Airport,KUL,20/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Tuesday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,22/08/2024 19:20,Kuala Lumpur International Airport,KUL,22/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Thursday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,24/08/2024 19:20,Kuala Lumpur International Airport,KUL,24/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Saturday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,25/08/2024 19:20,Kuala Lumpur International Airport,KUL,25/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Sunday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,26/08/2024 19:20,Kuala Lumpur International Airport,KUL,26/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Monday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,27/08/2024 19:20,Kuala Lumpur International Airport,KUL,27/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Tuesday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,29/08/2024 19:20,Kuala Lumpur International Airport,KUL,29/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Thursday,False,False,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Soekarno–Hatta International Airport,CGK,31/08/2024 19:20,Kuala Lumpur International Airport,KUL,31/08/2024 22:30,130,KLM,Premium Economy,130,0.0,False,114.0,True,False,False,1,12,0,0,Saturday,False,True,False,Kuala Lumpur International Airport,KUL,665.0376254822771,4,Evening,Layover,12
Suvarnabhumi Airport,BKK,01/07/2024 9:45,Yangon International Airport,RGN,01/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Monday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,01/07/2024 17:05,Yangon International Airport,RGN,01/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Monday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,02/07/2024 9:45,Yangon International Airport,RGN,02/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,02/07/2024 17:05,Yangon International Airport,RGN,02/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,03/07/2024 9:45,Yangon International Airport,RGN,03/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,03/07/2024 17:05,Yangon International Airport,RGN,03/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,04/07/2024 9:45,Yangon International Airport,RGN,04/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,04/07/2024 17:05,Yangon International Airport,RGN,04/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,05/07/2024 9:45,Yangon International Airport,RGN,05/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Friday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,05/07/2024 17:05,Yangon International Airport,RGN,05/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Friday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,06/07/2024 9:45,Yangon International Airport,RGN,06/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Saturday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,06/07/2024 17:05,Yangon International Airport,RGN,06/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Saturday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,07/07/2024 9:45,Yangon International Airport,RGN,07/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Sunday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,07/07/2024 17:05,Yangon International Airport,RGN,07/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Sunday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,08/07/2024 9:45,Yangon International Airport,RGN,08/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Monday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,08/07/2024 17:05,Yangon International Airport,RGN,08/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Monday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,09/07/2024 9:45,Yangon International Airport,RGN,09/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,09/07/2024 17:05,Yangon International Airport,RGN,09/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,10/07/2024 9:45,Yangon International Airport,RGN,10/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,10/07/2024 17:05,Yangon International Airport,RGN,10/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,11/07/2024 9:45,Yangon International Airport,RGN,11/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,11/07/2024 17:05,Yangon International Airport,RGN,11/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,12/07/2024 9:45,Yangon International Airport,RGN,12/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Friday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,12/07/2024 17:05,Yangon International Airport,RGN,12/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Friday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,13/07/2024 9:45,Yangon International Airport,RGN,13/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Saturday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,13/07/2024 17:05,Yangon International Airport,RGN,13/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Saturday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,14/07/2024 9:45,Yangon International Airport,RGN,14/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Sunday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,14/07/2024 17:05,Yangon International Airport,RGN,14/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Sunday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,15/07/2024 9:45,Yangon International Airport,RGN,15/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Monday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,15/07/2024 17:05,Yangon International Airport,RGN,15/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Monday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,16/07/2024 9:45,Yangon International Airport,RGN,16/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,16/07/2024 17:05,Yangon International Airport,RGN,16/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,17/07/2024 9:45,Yangon International Airport,RGN,17/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,17/07/2024 17:05,Yangon International Airport,RGN,17/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,18/07/2024 9:45,Yangon International Airport,RGN,18/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,18/07/2024 17:05,Yangon International Airport,RGN,18/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,19/07/2024 9:45,Yangon International Airport,RGN,19/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Friday,False,True,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,19/07/2024 17:05,Yangon International Airport,RGN,19/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Friday,False,True,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,20/07/2024 9:45,Yangon International Airport,RGN,20/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Saturday,True,True,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,20/07/2024 17:05,Yangon International Airport,RGN,20/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Saturday,True,True,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,21/07/2024 9:45,Yangon International Airport,RGN,21/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Sunday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,21/07/2024 17:05,Yangon International Airport,RGN,21/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Sunday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,22/07/2024 9:45,Yangon International Airport,RGN,22/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Monday,True,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,22/07/2024 17:05,Yangon International Airport,RGN,22/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Monday,True,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,23/07/2024 9:45,Yangon International Airport,RGN,23/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,23/07/2024 17:05,Yangon International Airport,RGN,23/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,24/07/2024 9:45,Yangon International Airport,RGN,24/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,24/07/2024 17:05,Yangon International Airport,RGN,24/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,25/07/2024 9:45,Yangon International Airport,RGN,25/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,25/07/2024 17:05,Yangon International Airport,RGN,25/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,26/07/2024 9:45,Yangon International Airport,RGN,26/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Friday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,26/07/2024 17:05,Yangon International Airport,RGN,26/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Friday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,27/07/2024 9:45,Yangon International Airport,RGN,27/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Saturday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,27/07/2024 17:05,Yangon International Airport,RGN,27/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Saturday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,28/07/2024 9:45,Yangon International Airport,RGN,28/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Sunday,True,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,28/07/2024 17:05,Yangon International Airport,RGN,28/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Sunday,True,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,29/07/2024 9:45,Yangon International Airport,RGN,29/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Monday,True,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,29/07/2024 17:05,Yangon International Airport,RGN,29/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Monday,True,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,30/07/2024 9:45,Yangon International Airport,RGN,30/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,30/07/2024 17:05,Yangon International Airport,RGN,30/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Tuesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,31/07/2024 9:45,Yangon International Airport,RGN,31/07/2024 10:45,90,THAI,Premium Economy,90,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,31/07/2024 17:05,Yangon International Airport,RGN,31/07/2024 18:00,85,THAI,Premium Economy,85,0.0,False,190.0,True,True,True,1,7,1,35,Wednesday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,01/08/2024 9:35,Yangon International Airport,RGN,01/08/2024 10:35,90,THAI,Premium Economy,90,0.0,False,249.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,01/08/2024 17:05,Yangon International Airport,RGN,01/08/2024 18:00,85,THAI,Premium Economy,85,0.0,False,249.0,True,True,True,1,7,1,35,Thursday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,02/08/2024 9:35,Yangon International Airport,RGN,02/08/2024 10:35,90,THAI,Premium Economy,90,0.0,False,249.0,True,True,True,1,7,1,35,Friday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,02/08/2024 17:05,Yangon International Airport,RGN,02/08/2024 18:00,85,THAI,Premium Economy,85,0.0,False,249.0,True,True,True,1,7,1,35,Friday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,03/08/2024 9:35,Yangon International Airport,RGN,03/08/2024 10:35,90,THAI,Premium Economy,90,0.0,False,249.0,True,True,True,1,7,1,35,Saturday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,04/08/2024 9:35,Yangon International Airport,RGN,04/08/2024 10:35,90,THAI,Premium Economy,90,0.0,False,249.0,True,True,True,1,7,1,35,Sunday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,04/08/2024 17:05,Yangon International Airport,RGN,04/08/2024 18:00,85,THAI,Premium Economy,85,0.0,False,249.0,True,True,True,1,7,1,35,Sunday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
Suvarnabhumi Airport,BKK,05/08/2024 9:35,Yangon International Airport,RGN,05/08/2024 10:35,90,THAI,Premium Economy,90,0.0,False,249.0,True,True,True,1,7,1,35,Monday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Morning,Layover,42
Suvarnabhumi Airport,BKK,05/08/2024 17:05,Yangon International Airport,RGN,05/08/2024 18:00,85,THAI,Premium Economy,85,0.0,False,249.0,True,True,True,1,7,1,35,Monday,False,False,False,Yangon International Airport,RGN,610.2199451160011,4,Afternoon,Layover,42
